Year,Player,Team,Position,GP,PKTOI,PKGoals,PKTotal_Assists,PKFirst_Assists,PKSecond_Assists,PKTotal_Points,PKShots,PKSHPer,PKiCF,PKiFF,PKiSCF,PKiHDCF,PKRush_Attempts,PKRebounds_Created,PKPIM,PKTotal_Penalties,PKMinor,PKMajor,PKMisconduct,PKPenalties_Drawn,PKGiveaways,PKTakeaways,PKHits,PKHits_Taken,PKShots_Blocked,PKFaceoffs_Won,PKFaceoffs_Lost,PKFaceoffs_Per
2017,Samuel Morin,PHI,D,1,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,-
2017,Max Domi,ARI,"C, L",59,6.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
2017,Josh Morrissey,WPG,D,82,71.83333333,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2,1,8,0,10,0,0,-
2017,Alexander Wennberg,CBJ,C,80,50.96666667,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,4,12,25
2017,Nikita Zadorov,COL,D,56,118.5333333,0,0,0,0,0,1,0,2,1,0,0,0,0,6,3,3,0,0,4,6,0,12,0,18,0,0,-
2017,Curtis Lazar,"CGY, OTT",C,37,10.93333333,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2017,Mirco Mueller,S.J,D,4,0.933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Anthony Mantha,DET,R,60,0.883333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Frederik Gauthier,TOR,C,21,21.88333333,0,0,0,0,0,1,0,1,1,1,1,1,0,15,2,0,1,1,0,0,1,0,1,4,33,41,44.59
2017,Tyler Gaudet,ARI,C,4,9.066666667,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,28.57
2017,Conor Sheary,PIT,L,61,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,-
2017,Trevor van Riemsdyk,CHI,D,58,50.58333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,7,0,0,-
2017,Ryan Carpenter,S.J,C,11,8.883333333,0,0,0,0,0,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0
2017,Christian Folin,MIN,D,51,49.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,-
2017,Connor Jones,NYI,C,4,1.783333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Patrick Brown,CAR,C,14,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Daniel Carr,MTL,L,33,0.216666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Garnet Hathaway,CGY,R,26,1.933333333,0,0,0,0,0,1,0,2,1,1,0,0,0,12,2,1,0,1,2,0,0,0,0,0,0,0,-
2017,Frederick Gaudreau,NSH,C,9,1.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-
2017,Dennis Rasmussen,CHI,C,68,118.6666667,0,0,0,0,0,3,0,4,3,2,1,1,0,0,0,0,0,0,1,7,4,5,2,9,21,34,38.18
2017,Tomas Nosek,DET,L,11,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,60
2017,Sam Reinhart,BUF,C,79,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-
2017,Leon Draisaitl,EDM,C,82,35,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,14,22,38.89
2017,William Nylander,TOR,C,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Nikolaj Ehlers,WPG,L,82,2.05,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Nick Ritchie,ANA,L,77,4.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0
2017,Kevin Fiala,NSH,L,54,6.816666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Brendan Perlini,ARI,L,57,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Julius Honka,DAL,D,16,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Anthony DeAngelo,ARI,D,39,2.783333333,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,1,2,0,0,0,0,0,0,0,-
2017,Nick Schmaltz,CHI,C,61,1.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Robby Fabbri,STL,C,51,2.766666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-
2017,Kasperi Kapanen,TOR,R,8,11.16666667,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-
2017,Jared McCann,FLA,C,29,0.566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,David Pastrnak,BOS,R,75,1.183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,John Quenneville,N.J,C,12,0.366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Ivan Barbashev,STL,C,30,0.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2017,Andreas Englund,OTT,D,5,0.883333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Brandon Montour,ANA,D,27,7.5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-
2017,Christian Dvorak,ARI,"C, L",78,66.56666667,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,5,8,16,22,42.11
2017,Nikita Tryamkin,VAN,D,66,96.43333333,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,0,1,3,1,5,0,12,0,0,-
2017,Brett Lernout,MTL,D,2,0.233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Brayden Point,T.B,C,68,17.46666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,2,1,0,3,8,5,61.54
2017,Danton Heinen,BOS,C,8,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Gustav Forsling,CHI,D,38,3.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2017,Anton Lindholm,COL,D,12,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,-
2017,Kevin Labanc,S.J,R,55,10.51666667,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
2017,Ondrej Kase,ANA,R,53,0.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Frank Vatrano,BOS,C,44,1.233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Nikita Soshnikov,TOR,R,56,63.91666667,0,0,0,0,0,4,0,4,4,3,2,2,0,2,1,1,0,0,0,2,5,3,4,3,0,6,0
2017,Noah Hanifin,CAR,D,81,4.233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Rasmus Andersson,CGY,D,1,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Pavel Zacha,N.J,C,70,49.65,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,0,2,3,1,1,4,11,26.67
2017,Jack Eichel,BUF,C,61,14.68333333,0,0,0,0,0,2,0,3,3,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,4,4,50
2017,Timo Meier,S.J,R,34,13.78333333,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
2017,Mikko Rantanen,COL,R,75,3.266666667,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,A.J. Greer,COL,L,5,1.283333333,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,-
2017,Christian Fischer,ARI,R,7,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Travis Konecny,PHI,C,70,2.316666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Dylan Strome,ARI,C,7,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Zach Werenski,CBJ,D,78,59.36666667,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,-
2017,Anthony Beauvillier,NYI,"C, L",66,3.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25
2017,Blake Speers,N.J,C,3,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,Mitchell Marner,TOR,C,77,6.016666667,0,0,0,0,0,2,0,2,2,1,1,1,0,0,0,0,0,0,1,1,3,1,0,0,0,1,0
2017,Jacob Larsson,ANA,D,4,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-
2017,Joel Eriksson Ek,MIN,C,15,2.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50
2017,Ivan Provorov,PHI,D,82,231.2166667,0,0,0,0,0,9,0,11,10,3,1,0,0,0,0,0,0,0,2,12,4,10,5,42,0,0,-
2017,Gabriel Carlsson,CBJ,D,2,0.733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Austin Czarnik,BOS,C,49,54.36666667,0,0,0,0,0,3,0,5,5,3,2,1,0,0,0,0,0,0,0,1,4,0,0,7,2,5,28.57
2017,Tanner Kero,CHI,C,47,68,0,0,0,0,0,3,0,4,3,2,1,0,0,0,0,0,0,0,1,2,0,2,0,8,8,23,25.81
2017,Markus Hannikainen,CBJ,L,10,6.833333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2017,Evan Rodrigues,BUF,L,30,32.13333333,0,0,0,0,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,50
2017,Artemi Panarin,CHI,"C, L",82,2.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Jakub Nakladal,CAR,D,3,0.233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Sergey Kalinin,N.J,C,43,85.46666667,0,0,0,0,0,2,0,3,2,2,1,0,0,2,1,1,0,0,1,1,2,3,4,5,7,11,38.89
2017,Noel Acciari,BOS,C,29,5.216666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,100
2017,Denis Malgin,FLA,C,47,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Alexandre Carrier,NSH,D,2,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Markus Nutivaara,CBJ,D,66,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Nick Lappin,N.J,R,43,12.51666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,1,1,0,1,0
2017,Casey Nelson,BUF,D,11,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Kevin Rooney,N.J,C,4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,Brandon Tanev,WPG,L,51,85.33333333,0,0,0,0,0,2,0,2,2,2,0,1,0,10,1,0,0,1,1,2,5,8,3,13,1,0,100
2017,Matthew Tkachuk,CGY,L,76,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,3,0,2,7,0,0,0,0,0,0,0,-
2017,Auston Matthews,TOR,C,82,0.866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
2017,Patrik Laine,WPG,R,73,1.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Jesse Puljujarvi,EDM,R,28,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2017,Jakob Chychrun,ARI,D,68,78.81666667,0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,5,1,20,0,0,-
2017,Tyson Jost,COL,C,6,5.633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.67
2017,Troy Stecher,VAN,D,71,4.633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
2017,Michal Kempny,CHI,D,50,33.81666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,9,0,0,-
2017,Roman Lyubimov,PHI,L,47,23.4,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
2017,Michael Kapla,N.J,D,5,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
