Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2019,J.T. Compher,COL,L,66,205.8333333,4,5,2,3,9,30,22,18.18,39,31,34,20,0,1,11,4,3,1,0,0,6,1,1,10,1,51,42,54.84
2019,Dennis Cholowski,DET,D,52,126.95,4,5,1,4,9,56.25,18,22.22,37,23,12,1,0,2,0,0,0,0,0,0,6,2,2,1,2,0,0,-
2019,Max Pacioretty,VGK,L,66,166.7833333,4,4,4,0,8,47.06,42,9.52,90,64,53,13,0,8,12,6,6,0,0,2,5,2,2,12,0,8,13,38.1
2019,Tomas Tatar,MTL,L,80,180.9166667,4,4,3,1,8,57.14,41,9.76,64,51,34,12,1,4,6,3,3,0,0,0,8,5,3,7,0,0,1,0
2019,Craig Smith,NSH,R,76,189.4833333,4,4,4,0,8,44.44,37,10.81,66,53,51,17,0,4,4,2,2,0,0,1,8,1,4,5,0,5,0,100
2019,Brad Hunt,"MIN, VGK",D,42,101.25,4,4,0,4,8,66.67,24,16.67,39,28,14,3,0,3,0,0,0,0,0,0,0,6,1,5,1,0,0,-
2019,Colton Parayko,STL,D,80,106.3,4,4,3,1,8,61.54,25,16,44,33,13,1,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,-
2019,Travis Konecny,PHI,"C, R",82,133,4,4,1,3,8,61.54,16,25,30,22,11,3,0,2,9,3,2,1,0,1,6,1,1,7,0,1,2,33.33
2019,Maxime Lajoie,OTT,D,56,92.2,4,4,1,3,8,80,14,28.57,29,18,13,5,2,0,0,0,0,0,0,1,3,0,0,7,5,0,0,-
2019,Bryan Little,WPG,C,82,114.2166667,4,3,2,1,7,43.75,16,25,29,25,25,13,0,2,4,2,2,0,0,0,1,0,0,4,0,49,42,53.85
2019,Mathieu Perreault,WPG,"C, L",82,112.8333333,4,3,2,1,7,46.67,12,33.33,21,19,18,14,0,0,6,3,3,0,0,1,3,1,1,6,0,2,3,40
2019,Brendan Gallagher,MTL,R,82,201.95,4,3,1,2,7,43.75,32,12.5,57,48,45,32,0,2,17,7,6,1,0,3,3,2,2,16,0,8,12,40
2019,Ryan Strome,"EDM, NYR",C,81,108.15,4,3,2,1,7,70,11,36.36,23,16,12,4,0,1,6,3,3,0,0,1,8,0,0,3,0,35,23,60.34
2019,Esa Lindell,DAL,D,82,95.85,4,3,1,2,7,63.64,16,25,30,20,14,4,0,0,6,3,3,0,0,0,4,0,2,2,0,0,0,-
2019,Kyle Turris,NSH,C,55,122.55,4,2,1,1,6,75,13,30.77,27,21,12,4,0,0,2,1,1,0,0,0,6,2,2,6,0,24,19,55.81
2019,Conor Sheary,BUF,L,78,132.5833333,4,2,2,0,6,40,16,25,30,21,22,10,0,2,0,0,0,0,0,0,4,1,1,4,0,5,1,83.33
2019,Sam Bennett,CGY,C,71,110.4666667,4,2,1,1,6,60,14,28.57,26,21,22,18,0,1,7,2,1,1,0,0,6,0,3,8,0,12,9,57.14
2019,Pavel Zacha,N.J,C,61,104.1666667,4,2,1,1,6,46.15,15,26.67,27,21,14,5,0,1,5,1,0,1,0,0,3,1,3,7,0,17,13,56.67
2019,Conor Garland,ARI,R,47,113.2,4,2,0,2,6,42.86,24,16.67,35,31,24,17,0,1,0,0,0,0,0,0,1,2,4,10,0,1,3,25
2019,Tyson Jost,COL,C,70,145.1166667,4,1,1,0,5,41.67,27,14.81,41,32,26,9,0,1,0,0,0,0,0,0,0,1,1,12,1,4,2,66.67
