Year,Player,Team,Position,GP,TOI,Goals,Total_Assists,First_Assists,Second_Assists,Total_Points,Shots,SHPer,iCF,iFF,iSCF,iHDCF,Rush_Attempts,Rebounds_Created,PIM,Total_Penalties,Minor,Major,Misconduct,Penalties_Drawn,Giveaways,Takeaways,Hits,Hits_Taken,Shots_Blocked,Faceoffs_Won,Faceoffs_Lost,Faceoffs_Per
2015,Jamie Benn,DAL,L,82,1635.733333,35,51,31,20,86,252,13.89,464,354,294,140,19,34,62,25,21,4,0,34,49,75,119,99,50,294,273,51.85
2015,John Tavares,NYI,C,82,1695.2,38,48,30,18,86,278,13.67,471,374,348,169,19,32,46,23,23,0,0,22,109,94,48,103,37,753,689,52.22
2015,Sidney Crosby,PIT,C,77,1538.533333,28,56,31,25,84,237,11.81,380,315,239,107,8,25,47,18,16,1,1,29,53,37,66,117,29,797,800,49.91
2015,Alex Ovechkin,WSH,L,81,1646.4,53,28,21,7,81,395,13.42,825,597,375,109,23,33,58,29,29,0,0,32,58,45,259,108,32,2,3,40
2015,Jakub Voracek,PHI,R,82,1524.633333,22,59,31,28,81,221,9.95,424,291,186,75,8,29,78,28,24,2,2,30,42,34,55,139,28,6,3,66.67
2015,Nicklas Backstrom,WSH,C,82,1683.466667,18,60,31,29,78,153,11.76,283,231,162,61,13,13,40,19,19,0,0,14,36,55,91,100,52,862,747,53.57
2015,Tyler Seguin,DAL,C,71,1388.133333,37,40,33,7,77,280,13.21,529,390,255,77,10,36,20,10,10,0,0,17,45,45,63,34,26,275,236,53.82
2015,Daniel Sedin,VAN,L,82,1505.283333,20,56,35,21,76,226,8.85,370,300,211,88,10,23,18,9,9,0,0,15,36,19,21,87,16,2,3,40
2015,Jiri Hudler,CGY,R,78,1404.733333,31,45,29,16,76,158,19.62,270,223,191,89,12,8,14,7,7,0,0,15,32,43,27,39,14,21,25,45.65
2015,Henrik Sedin,VAN,C,82,1526.183333,18,55,28,27,73,101,17.82,165,130,108,56,8,6,22,11,11,0,0,14,38,33,25,67,24,704,861,44.98
2015,Claude Giroux,PHI,C,81,1665.766667,25,48,20,28,73,279,8.96,512,360,229,58,8,23,36,17,17,0,0,22,36,40,110,84,28,1063,815,56.6
2015,Vladimir Tarasenko,STL,R,77,1356.566667,37,36,17,19,73,264,14.02,531,384,323,74,18,22,31,14,13,1,0,28,19,35,32,93,18,0,3,0
2015,Steven Stamkos,T.B,C,82,1588.15,43,29,22,7,72,268,16.04,509,387,277,110,5,24,49,19,17,1,1,31,37,34,91,93,35,469,474,49.73
2015,Tyler Johnson,T.B,C,77,1327.35,29,43,30,13,72,203,14.29,343,266,212,77,7,17,24,12,12,0,0,30,31,26,64,56,36,537,566,48.69
2015,Nick Foligno,CBJ,L,79,1487.55,31,40,21,19,71,178,17.42,268,221,187,121,7,14,50,22,20,2,0,27,23,51,191,125,52,117,132,46.99
2015,Ryan Johansen,CBJ,C,82,1599.183333,26,45,24,21,71,202,12.87,349,270,188,66,13,13,40,19,19,0,0,16,53,59,84,73,33,843,777,52.04
2015,Ryan Getzlaf,ANA,C,77,1547.066667,25,45,31,14,70,191,13.09,357,279,188,57,6,21,62,28,26,2,0,14,71,55,100,93,95,632,617,50.6
2015,Joe Pavelski,S.J,C,82,1650.25,37,33,22,11,70,261,14.18,440,359,291,148,9,27,29,12,11,1,0,29,64,57,97,77,86,642,505,55.97
2015,Evgeni Malkin,PIT,C,69,1309.483333,28,42,21,21,70,212,13.21,387,306,231,101,10,23,60,26,25,0,1,27,53,45,24,121,18,322,433,42.65
2015,Rick Nash,NYR,R,79,1378.783333,42,27,20,7,69,302,13.91,488,381,257,129,21,27,34,17,17,0,0,10,38,73,44,63,33,2,2,50
2015,Logan Couture,S.J,C,82,1563.933333,27,40,23,17,67,264,10.23,498,380,279,106,17,29,12,6,6,0,0,19,72,56,85,120,71,477,513,48.18
2015,Max Pacioretty,MTL,L,80,1551.516667,37,30,17,13,67,302,12.25,561,410,279,117,23,32,32,16,16,0,0,14,43,43,106,145,38,2,7,22.22
2015,Henrik Zetterberg,DET,L,77,1471.55,17,49,30,19,66,227,7.49,419,317,210,71,5,20,32,16,16,0,0,15,29,37,55,94,26,541,523,50.85
2015,Jonathan Toews,CHI,C,81,1583.95,28,38,23,15,66,192,14.58,304,258,218,104,11,11,36,18,18,0,0,27,34,45,56,149,16,947,728,56.54
2015,Erik Karlsson,OTT,D,82,2234.916667,21,45,25,20,66,292,7.19,654,437,166,19,12,27,42,21,21,0,0,20,99,59,93,133,89,0,0,-
2015,Joe Thornton,S.J,C,78,1437.083333,16,49,28,21,65,131,12.21,258,187,127,49,9,23,30,15,15,0,0,15,91,60,39,68,26,554,401,58.01
2015,Pavel Datsyuk,DET,C,63,1200.233333,26,39,24,15,65,165,15.76,291,223,183,75,4,8,8,4,4,0,0,17,29,59,51,77,28,601,521,53.57
2015,Nikita Kucherov,T.B,R,82,1225.983333,29,36,22,14,65,191,15.18,323,261,214,84,7,16,37,13,11,1,1,15,47,22,65,82,28,0,2,0
2015,Alexander Steen,STL,L,74,1478.566667,24,40,29,11,64,223,10.76,415,305,206,68,8,24,33,15,14,1,0,27,32,39,32,108,37,218,215,50.35
2015,Anze Kopitar,L.A,C,79,1530.316667,16,48,30,18,64,134,11.94,254,191,139,57,6,18,10,5,5,0,0,21,48,29,105,111,46,752,678,52.59
2015,Kyle Turris,OTT,C,82,1575.983333,24,40,25,15,64,215,11.16,420,298,194,72,10,23,36,18,18,0,0,30,46,48,48,107,40,737,735,50.07
2015,Patrick Kane,CHI,R,61,1211.666667,27,37,25,12,64,186,14.52,323,241,185,62,5,15,10,5,5,0,0,16,30,36,22,71,14,3,4,42.86
2015,Mark Stone,OTT,R,80,1361.95,26,38,22,16,64,157,16.56,261,221,180,104,11,16,14,7,7,0,0,16,43,98,49,87,53,7,11,38.89
2015,Johnny Gaudreau,CGY,L,80,1417.35,24,40,24,16,64,167,14.37,282,217,166,77,8,12,14,6,6,0,0,23,78,67,14,44,27,3,5,37.5
2015,Radim Vrbata,VAN,R,79,1312.333333,31,32,18,14,63,267,11.61,451,355,192,68,18,15,20,10,10,0,0,6,26,33,44,43,25,5,4,55.56
2015,Jordan Eberle,EDM,"C, R",81,1542.416667,24,39,25,14,63,183,13.11,303,236,203,88,8,13,24,12,12,0,0,16,73,37,62,164,36,1,5,16.67
2015,Jaden Schwartz,STL,L,75,1368.45,28,35,23,12,63,184,15.22,296,231,189,82,14,18,16,8,8,0,0,9,26,59,54,78,46,68,78,46.58
2015,Ondrej Palat,T.B,L,75,1307.35,16,47,25,22,63,139,11.51,267,201,182,66,6,13,24,12,12,0,0,14,43,43,124,121,50,10,25,28.57
2015,Filip Forsberg,NSH,L,82,1421.133333,26,37,20,17,63,237,10.97,471,368,252,79,17,26,24,12,12,0,0,25,57,50,108,104,28,3,4,42.86
2015,Mike Ribeiro,NSH,C,82,1537.2,15,47,27,20,62,96,15.63,169,140,101,54,3,8,52,14,11,0,3,15,47,32,42,72,19,582,766,43.18
2015,Jeff Carter,L.A,C,82,1473.6,28,34,18,16,62,218,12.84,420,331,230,96,13,29,28,14,14,0,0,14,44,29,76,61,33,627,566,52.56
2015,Andrew Ladd,WPG,L,81,1625.866667,24,38,24,14,62,224,10.71,382,306,236,106,16,25,70,32,30,2,0,10,50,26,212,88,38,7,13,35
2015,Sean Monahan,CGY,C,81,1589.333333,31,31,20,11,62,191,16.23,344,266,225,98,18,18,12,6,6,0,0,12,52,81,39,50,42,902,928,49.29
2015,Marian Hossa,CHI,R,82,1521.466667,22,39,21,18,61,247,8.91,450,320,252,84,7,22,32,16,16,0,0,15,30,68,62,69,26,4,3,57.14
2015,Blake Wheeler,WPG,R,79,1553.266667,26,35,24,11,61,244,10.66,416,345,230,113,15,23,73,28,24,3,1,20,35,35,128,122,54,22,26,45.83
2015,Phil Kessel,TOR,R,82,1541.05,25,36,17,19,61,280,8.93,508,370,228,68,17,22,30,15,15,0,0,11,64,34,18,58,13,2,3,40
2015,Scott Hartnell,CBJ,L,77,1331.866667,28,32,21,11,60,202,13.86,305,255,189,99,6,22,100,43,40,2,1,22,39,36,158,91,38,7,7,50
2015,Jason Spezza,DAL,C,82,1412.25,15,45,19,26,60,199,7.54,404,307,196,80,10,31,28,14,14,0,0,17,75,50,16,65,26,672,572,54.02
2015,Tomas Plekanec,MTL,C,82,1570.766667,26,34,20,14,60,248,10.48,392,316,203,66,17,21,46,19,18,0,1,17,42,30,47,78,55,777,780,49.9
2015,Zach Parise,MIN,L,74,1418.416667,31,29,15,14,60,254,12.2,400,335,264,158,10,43,26,13,13,0,0,21,24,47,84,88,56,2,10,16.67
2015,Brent Burns,S.J,D,82,1964.366667,17,43,24,19,60,245,6.94,593,385,129,28,8,40,65,30,29,1,0,14,101,46,148,93,124,0,0,-
2015,Derick Brassard,NYR,C,80,1391.6,19,41,16,25,60,166,11.45,278,214,153,72,6,6,34,17,17,0,0,21,37,40,104,61,13,661,697,48.67
2015,P.K. Subban,MTL,D,82,2148.666667,15,45,21,24,60,170,8.82,414,256,65,6,10,16,74,36,36,0,0,23,112,29,97,157,142,0,0,-
2015,Jarome Iginla,COL,R,82,1487.116667,29,30,23,7,59,189,15.34,350,245,170,58,9,19,42,14,10,4,0,15,30,31,99,77,47,57,71,44.53
2015,Gabriel Landeskog,COL,L,82,1517.45,23,36,21,15,59,214,10.75,349,280,176,83,10,28,79,31,27,3,1,27,34,52,169,133,73,16,29,35.56
2015,David Backes,STL,R,80,1491.283333,26,32,18,14,58,183,14.21,305,260,175,85,13,17,104,37,32,2,3,31,29,38,227,112,87,617,513,54.6
2015,Patrick Marleau,S.J,"C, L",82,1606.433333,19,38,21,17,57,233,8.15,412,309,227,109,13,31,12,6,6,0,0,10,75,44,85,83,28,171,185,48.03
2015,Dennis Wideman,CGY,D,80,1971.4,15,41,15,26,56,173,8.67,413,251,107,15,9,20,34,17,17,0,0,26,92,51,94,166,184,0,0,-
2015,James van Riemsdyk,TOR,L,82,1564.883333,27,29,23,6,56,248,10.89,402,333,253,129,12,20,43,20,19,1,0,21,27,46,83,101,29,21,33,38.89
2015,Tomas Tatar,DET,L,82,1330.3,29,27,16,11,56,211,13.74,412,312,240,94,9,17,28,14,14,0,0,23,40,27,90,89,18,6,6,50
2015,Ryan Nugent-Hopkins,EDM,C,76,1568.683333,24,32,15,17,56,189,12.7,359,251,213,66,13,21,25,11,10,1,0,28,43,54,92,94,37,620,736,45.72
2015,Alex Tanguay,COL,L,80,1452.866667,22,33,19,14,55,104,21.15,169,132,101,60,5,11,40,20,20,0,0,7,33,34,45,63,39,12,16,42.86
2015,Corey Perry,ANA,R,67,1212.75,33,22,15,7,55,193,17.1,349,269,220,109,14,19,67,28,26,1,1,30,46,25,64,97,27,3,9,25
2015,Patrice Bergeron,BOS,C,81,1468.616667,23,32,22,10,55,234,9.83,428,324,254,102,9,26,44,21,21,0,0,16,29,48,57,98,60,1175,776,60.23
2015,T.J. Oshie,STL,R,72,1356.033333,19,36,23,13,55,162,11.73,289,231,167,73,7,19,51,23,22,1,0,29,31,48,99,99,39,3,10,23.08
2015,John Carlson,WSH,D,82,1891.966667,12,43,24,19,55,193,6.22,394,282,96,16,11,26,28,14,14,0,0,6,88,41,74,107,200,0,0,-
2015,Roman Josi,NSH,D,81,2144.416667,15,40,22,18,55,201,7.46,390,256,104,13,5,25,26,13,13,0,0,17,45,25,53,131,209,0,1,0
2015,Ryan O'Reilly,COL,C,82,1616.133333,17,38,25,13,55,171,9.94,273,220,175,77,6,12,12,6,6,0,0,14,26,98,38,60,48,713,621,53.45
2015,Matt Duchene,COL,C,82,1522.883333,21,34,19,15,55,207,10.14,344,282,217,99,14,19,16,8,8,0,0,27,34,49,43,106,74,635,582,52.18
2015,Jason Pominville,MIN,R,82,1498.983333,18,36,23,13,54,251,7.17,431,335,184,64,13,27,8,4,4,0,0,16,21,34,43,96,31,39,48,44.83
2015,Eric Staal,CAR,C,77,1451.3,23,31,18,13,54,244,9.43,450,348,259,122,11,41,41,18,17,1,0,23,47,38,65,133,27,343,326,51.27
2015,Ryan Callahan,T.B,R,77,1365.616667,24,30,21,9,54,191,12.57,305,242,197,112,7,18,41,19,18,1,0,22,25,43,184,99,46,15,16,48.39
2015,Bobby Ryan,OTT,R,78,1362.866667,18,36,18,18,54,221,8.14,368,283,187,80,9,21,24,12,12,0,0,20,41,59,110,106,33,4,7,36.36
2015,Kris Letang,PIT,D,69,1759.283333,11,43,20,23,54,197,5.58,382,256,105,32,5,25,79,30,27,1,2,20,60,39,131,147,117,0,1,0
2015,Gustav Nyquist,DET,R,82,1365.85,27,27,14,13,54,195,13.85,341,252,189,75,9,14,26,13,13,0,0,28,32,34,43,80,31,1,8,11.11
2015,Jonathan Huberdeau,FLA,L,79,1323.083333,15,39,27,12,54,170,8.82,265,206,158,76,12,22,38,19,19,0,0,29,23,34,68,130,24,2,6,25
2015,Derek Stepan,NYR,C,68,1236.3,16,37,25,12,53,149,10.74,258,198,141,49,9,10,22,11,11,0,0,10,32,43,36,76,24,533,679,43.98
2015,Tyson Barrie,COL,D,80,1709.233333,12,41,18,23,53,139,8.63,312,202,85,19,5,18,26,13,13,0,0,10,47,40,80,138,90,0,0,-
2015,Mark Streit,PHI,D,81,1811.8,9,43,24,19,52,144,6.25,316,196,73,18,6,20,36,18,18,0,0,10,41,16,63,105,103,0,0,-
2015,Thomas Vanek,MIN,L,80,1296.65,21,31,23,8,52,166,12.65,285,225,177,83,7,20,37,17,16,1,0,6,51,28,32,41,13,10,10,50
2015,Keith Yandle,"ARI, NYR",D,84,1924.7,6,46,16,30,52,232,2.59,504,352,120,17,7,33,40,20,20,0,0,16,81,35,53,68,101,0,0,-
2015,Bryan Little,WPG,C,70,1394.366667,24,28,15,13,52,148,16.22,273,203,186,74,7,17,24,12,12,0,0,22,22,25,56,54,32,762,789,49.13
2015,Brandon Saad,CHI,L,82,1415.383333,23,29,16,13,52,203,11.33,323,261,217,113,12,15,12,6,6,0,0,25,29,46,53,99,29,38,50,43.18
2015,Patric Hornqvist,PIT,R,64,1129.85,25,26,14,12,51,220,11.36,369,293,221,128,11,21,38,18,18,0,0,22,9,31,87,156,33,2,5,28.57
2015,Kyle Okposo,NYI,R,60,1173.266667,18,33,19,14,51,195,9.23,349,274,213,87,9,20,12,6,6,0,0,18,45,30,53,103,23,80,81,49.69
2015,Martin St. Louis,NYR,R,74,1299.65,19,31,19,12,50,142,13.38,238,194,150,83,5,9,20,10,10,0,0,17,41,41,13,66,37,51,59,46.36
2015,Andrei Markov,MTL,D,81,2017.733333,10,40,24,16,50,135,7.41,327,211,74,20,6,14,38,15,14,0,1,7,79,46,53,64,173,0,0,-
2015,Wayne Simmonds,PHI,R,75,1260.583333,28,22,11,11,50,188,14.89,323,256,170,106,11,16,64,22,17,4,1,24,29,33,168,132,36,4,1,80
2015,Ryan Strome,NYI,"C, R",81,1247.233333,17,33,25,8,50,179,9.5,286,221,166,72,14,19,47,22,21,1,0,13,52,38,92,72,21,149,170,46.71
2015,Tyler Bozak,TOR,C,82,1570.1,23,26,16,10,49,154,14.94,247,205,186,97,5,8,44,14,12,0,2,20,23,68,83,100,46,944,831,53.18
2015,Mats Zuccarello,NYR,R,78,1346.2,15,34,21,13,49,150,10,284,211,154,52,3,9,45,21,20,1,0,25,41,60,120,106,41,16,21,43.24
2015,Tyler Toffoli,L.A,C,76,1108.766667,23,26,17,9,49,200,11.5,345,270,170,71,11,26,37,13,11,1,1,14,32,37,86,90,11,4,5,44.44
2015,Justin Faulk,CAR,D,82,2002.933333,15,34,17,17,49,238,6.3,463,325,100,14,9,30,30,15,15,0,0,9,50,70,157,121,114,0,0,-
2015,Mark Scheifele,WPG,C,82,1524.25,15,34,15,19,49,170,8.82,310,233,202,89,4,10,24,12,12,0,0,35,45,54,100,160,61,492,656,42.86
2015,Valtteri Filppula,T.B,C,82,1559.366667,12,36,18,18,48,91,13.19,160,120,96,41,6,9,24,12,12,0,0,22,27,50,25,81,29,621,564,52.41
2015,Mark Giordano,CGY,D,61,1535.55,11,37,17,20,48,157,7.01,361,230,90,11,5,14,35,16,15,1,0,19,51,35,59,106,128,0,0,-
2015,David Desharnais,MTL,C,82,1414.416667,14,34,16,18,48,90,15.56,172,121,111,65,12,13,24,12,12,0,0,16,20,27,43,98,49,629,560,52.9
2015,Mike Hoffman,OTT,L,79,1149.766667,27,21,14,7,48,199,13.57,371,264,197,69,16,29,14,7,7,0,0,13,45,57,40,78,33,7,7,50
2015,Jaromir Jagr,"FLA, N.J",R,77,1352.9,17,30,21,9,47,169,10.06,300,226,207,75,9,17,48,24,24,0,0,18,46,38,30,98,14,1,0,100
2015,Marian Gaborik,L.A,R,69,1167.133333,27,20,14,6,47,174,15.52,288,233,183,93,11,21,16,8,8,0,0,7,43,18,39,70,6,1,0,100
2015,Mikko Koivu,MIN,C,80,1540.1,13,34,17,17,47,177,7.34,298,234,146,65,4,15,34,17,17,0,0,6,26,59,40,58,41,981,792,55.33
2015,Ryan Kesler,ANA,C,81,1580.5,20,27,16,11,47,205,9.76,384,294,228,94,11,21,68,27,24,2,1,23,27,47,169,122,69,937,727,56.31
2015,Loui Eriksson,BOS,L,81,1496.633333,22,25,16,9,47,169,13.02,265,231,170,99,11,19,14,7,7,0,0,15,24,45,29,118,23,4,8,33.33
2015,Marcus Johansson,WSH,L,82,1350.95,20,27,8,19,47,138,14.49,253,190,156,68,6,11,10,5,5,0,0,18,30,29,69,118,18,7,9,43.75
2015,Brayden Schenn,PHI,C,82,1400.566667,18,29,21,8,47,156,11.54,299,232,206,108,8,22,34,14,12,2,0,21,31,28,199,149,38,86,98,46.74
2015,Brendan Gallagher,MTL,R,82,1360.2,24,23,16,7,47,254,9.45,462,333,263,127,12,47,31,14,13,1,0,21,18,43,48,151,49,43,56,43.43
2015,Paul Stastny,STL,C,74,1304.433333,16,30,17,13,46,143,11.19,232,197,167,87,6,16,40,20,20,0,0,10,9,28,22,44,30,671,487,57.94
2015,Drew Doughty,L.A,D,82,2377.666667,7,39,21,18,46,219,3.2,488,323,116,12,5,27,56,28,28,0,0,12,80,12,152,146,144,0,1,0
2015,Alex Pietrangelo,STL,D,81,2058.116667,7,39,16,23,46,195,3.59,365,284,105,22,6,26,28,14,14,0,0,20,38,33,70,186,161,0,0,-
2015,Tyler Ennis,BUF,"C, L",78,1490.95,20,26,21,5,46,185,10.81,298,231,161,100,11,16,37,13,11,1,1,34,21,30,87,96,35,67,116,36.61
2015,Chris Kreider,NYR,L,80,1256.916667,21,25,16,9,46,176,11.93,288,245,178,103,14,11,88,29,23,4,2,26,45,25,157,85,17,9,12,42.86
2015,Mika Zibanejad,OTT,C,80,1314.983333,20,26,16,10,46,150,13.33,293,222,162,68,9,19,20,10,10,0,0,24,27,34,149,88,26,615,646,48.77
2015,Alex Galchenyuk,MTL,C,80,1314.3,20,26,15,11,46,163,12.27,300,229,182,93,4,18,39,18,17,1,0,23,28,24,91,124,44,82,92,47.13
2015,Duncan Keith,CHI,D,80,2045.116667,10,35,19,16,45,171,5.85,405,242,99,14,6,16,20,10,10,0,0,3,63,43,16,126,113,0,0,-
2015,Shea Weber,NSH,D,78,2056.8,15,30,11,19,45,237,6.33,476,336,86,9,8,18,72,29,26,2,1,15,53,23,166,60,147,0,0,-
2015,Dustin Byfuglien,WPG,D,69,1565.466667,18,27,8,19,45,209,8.61,423,306,155,59,8,23,122,46,41,2,3,29,56,47,203,80,59,0,3,0
2015,Mike Green,WSH,D,72,1375.733333,10,35,21,14,45,159,6.29,308,226,77,15,4,9,34,17,17,0,0,15,61,30,82,144,93,0,0,-
2015,Niklas Kronwall,DET,D,80,1907.05,9,35,13,22,44,101,8.91,215,140,54,13,1,12,40,20,20,0,0,4,52,11,91,83,106,1,0,100
2015,Jussi Jokinen,FLA,L,81,1355.783333,8,36,19,17,44,134,5.97,217,170,120,40,9,13,34,17,17,0,0,14,26,29,52,67,50,126,124,50.4
2015,Carl Soderberg,BOS,C,82,1378.416667,13,31,19,12,44,163,7.98,312,223,166,78,10,18,26,13,13,0,0,11,27,33,76,108,36,369,397,48.17
2015,Justin Abdelkader,DET,L,71,1271.6,23,21,15,6,44,154,14.94,237,201,159,97,12,11,72,33,31,2,0,37,29,16,153,125,28,7,8,46.67
2015,Milan Lucic,BOS,L,81,1324.966667,18,26,17,9,44,141,12.77,275,214,145,73,13,10,81,24,18,3,3,17,46,31,259,132,23,34,42,44.74
2015,Kevin Shattenkirk,STL,D,56,1263.333333,8,36,18,18,44,135,5.93,262,184,58,6,1,14,52,15,11,2,2,8,35,25,42,97,86,0,0,-
2015,Jori Lehtera,STL,C,75,1215.8,14,30,19,11,44,104,13.46,175,133,123,55,4,5,48,24,24,0,0,11,17,40,43,97,35,543,518,51.18
2015,Craig Smith,NSH,R,82,1290.716667,23,21,9,12,44,251,9.16,421,338,245,109,15,30,44,21,21,0,0,19,53,41,77,71,17,12,18,40
2015,Kevin Hayes,NYR,C,79,1030.233333,16,28,25,3,44,110,14.55,179,143,126,65,3,15,22,10,10,0,0,7,40,45,56,72,32,241,430,35.92
2015,Patrick Sharp,CHI,L,68,1143.133333,16,27,15,12,43,230,6.96,413,306,185,68,13,17,33,15,14,1,0,15,25,38,74,111,15,53,55,49.07
2015,Frans Nielsen,NYI,C,78,1293.216667,14,29,18,11,43,157,8.92,310,227,184,71,12,17,12,6,6,0,0,16,38,56,48,128,80,506,544,48.19
2015,Drew Stafford,"BUF, WPG",R,76,1253.9,18,25,13,12,43,147,12.24,232,190,116,66,8,18,47,18,16,1,1,19,17,21,81,73,15,86,88,49.43
2015,Troy Brouwer,WSH,R,82,1436.9,21,22,10,12,43,146,14.38,270,212,182,80,8,19,53,22,19,3,0,12,41,44,206,93,39,251,190,56.92
2015,Adam Henrique,N.J,C,75,1330.783333,16,27,16,11,43,127,12.6,224,165,143,72,8,12,34,13,12,0,1,11,21,31,59,77,44,270,249,52.02
2015,Oliver Ekman-Larsson,ARI,D,82,2067.45,23,20,13,7,43,264,8.71,571,391,148,29,14,34,40,20,20,0,0,17,46,30,167,174,77,0,0,-
2015,Nick Bjugstad,FLA,C,72,1193.916667,24,19,8,11,43,207,11.59,325,271,181,69,13,15,38,19,19,0,0,19,28,23,148,83,29,486,508,48.89
2015,Mike Cammalleri,N.J,"C, L",68,1246.516667,27,15,7,8,42,157,17.2,259,204,153,55,8,9,28,14,14,0,0,9,33,29,30,41,17,119,163,42.2
2015,Brad Marchand,BOS,L,77,1301.333333,24,18,14,4,42,180,13.33,312,245,180,61,16,15,95,41,39,1,1,29,45,52,72,124,28,13,20,39.39
2015,Michael Frolik,WPG,R,82,1435.416667,19,23,11,12,42,206,9.22,373,274,192,75,7,23,18,9,9,0,0,13,34,58,63,133,41,14,27,34.15
2015,Colin Wilson,NSH,"C, L",77,1248.283333,20,22,17,5,42,172,11.63,284,221,191,102,14,17,22,11,11,0,0,13,32,29,52,107,33,71,107,39.89
2015,Brock Nelson,NYI,C,82,1302.416667,20,22,10,12,42,190,10.53,319,251,232,130,10,17,24,12,12,0,0,26,37,53,99,128,52,354,445,44.31
2015,Dougie Hamilton,BOS,D,72,1536.183333,10,32,11,21,42,188,5.32,393,263,82,9,11,15,41,19,18,1,0,11,45,24,106,90,53,0,0,-
2015,Justin Williams,L.A,R,81,1279.916667,18,23,10,13,41,174,10.34,307,240,152,70,5,10,29,13,12,1,0,22,57,25,29,129,24,3,3,50
2015,Matt Moulson,BUF,L,77,1361.933333,13,28,17,11,41,156,8.33,253,207,166,92,8,17,4,2,2,0,0,8,21,26,34,32,49,13,9,59.09
2015,Mathieu Perreault,WPG,C,62,1007.85,18,23,18,5,41,129,13.95,221,168,135,69,2,20,38,18,18,0,0,17,21,43,78,63,13,226,212,51.6
2015,Sam Gagner,ARI,C,81,1396.6,15,26,19,7,41,183,8.2,323,259,154,64,7,24,28,13,13,0,0,9,34,36,63,133,19,361,410,46.82
2015,David Perron,"EDM, PIT",L,81,1403.566667,17,24,14,10,41,196,8.67,323,246,181,70,10,10,62,27,26,0,1,27,35,35,171,132,21,3,9,25
2015,Jake Muzzin,L.A,D,76,1725.183333,10,31,12,19,41,173,5.78,385,252,100,13,6,26,22,11,11,0,0,12,68,18,186,189,108,0,0,-
2015,Josh Bailey,NYI,R,70,1174.65,15,26,14,12,41,140,10.71,261,186,155,73,14,15,12,6,6,0,0,11,47,53,66,78,36,30,36,45.45
2015,TJ Brodie,CGY,D,81,2041.833333,11,30,15,15,41,133,8.27,283,182,83,25,13,17,30,15,15,0,0,22,88,71,27,106,178,0,0,-
2015,Anders Lee,NYI,L,76,1093.883333,25,16,9,7,41,197,12.69,303,262,218,142,15,18,33,15,14,1,0,12,23,23,169,141,29,1,0,100
2015,Chris Kunitz,PIT,L,74,1324.316667,17,23,16,7,40,170,10,304,234,174,67,8,17,56,20,18,0,2,13,24,31,211,111,29,7,6,53.85
2015,Jack Johnson,CBJ,D,79,1909.1,8,32,11,21,40,140,5.71,271,195,85,11,1,10,42,21,21,0,0,14,30,18,156,128,126,0,0,-
2015,Cam Atkinson,CBJ,R,78,1325.3,22,18,9,9,40,210,10.48,335,273,240,113,14,16,22,11,11,0,0,9,22,40,54,57,39,4,5,44.44
2015,Reilly Smith,BOS,R,81,1247.433333,13,27,17,10,40,143,9.09,293,201,153,69,10,15,20,10,10,0,0,14,34,34,74,123,39,2,6,25
2015,Cody Eakin,DAL,C,78,1341.083333,19,21,6,15,40,141,13.48,267,205,178,78,9,10,26,13,13,0,0,16,40,67,61,78,59,643,629,50.55
2015,Mike Fisher,NSH,C,59,1087.6,19,20,15,5,39,111,17.12,191,154,103,47,2,9,39,15,12,3,0,14,16,27,125,54,60,601,548,52.31
2015,Erik Cole,"DAL, DET",L,68,989.2333333,21,18,14,4,39,120,17.5,211,160,141,72,2,18,14,7,7,0,0,19,28,24,134,85,20,5,11,31.25
2015,Anton Stralman,T.B,D,82,1799.583333,9,30,15,15,39,138,6.52,274,182,73,19,6,22,26,13,13,0,0,12,40,23,104,109,77,0,0,-
2015,Nick Bonino,VAN,C,75,1269.05,15,24,14,10,39,149,10.07,246,196,153,72,2,17,22,11,11,0,0,12,24,54,31,77,90,590,655,47.39
2015,Jakob Silfverberg,ANA,R,81,1268.583333,13,26,17,9,39,189,6.88,334,266,173,63,18,18,24,11,11,0,0,13,19,41,42,98,37,23,27,46
2015,Nazem Kadri,TOR,C,73,1284.983333,18,21,11,10,39,176,10.23,327,247,186,85,16,9,28,14,14,0,0,39,43,44,118,177,23,528,616,46.15
2015,John Klingberg,DAL,D,65,1419.7,11,28,17,11,39,96,11.46,233,138,71,19,6,12,32,16,16,0,0,17,58,32,54,163,74,0,0,-
2015,Torey Krug,BOS,D,78,1528.333333,12,27,14,13,39,205,5.85,421,293,106,21,5,21,20,7,5,2,0,11,31,15,75,129,68,0,0,-
2015,Elias Lindholm,CAR,C,81,1330.3,17,22,13,9,39,170,10,302,223,154,76,7,21,14,7,7,0,0,9,42,36,106,144,30,115,105,52.27
2015,Aaron Ekblad,FLA,D,81,1766.616667,12,27,10,17,39,170,7.06,351,238,78,14,5,28,32,16,16,0,0,15,41,26,109,136,80,0,0,-
2015,Brad Boyes,FLA,R,78,1220.733333,14,24,18,6,38,151,9.27,261,213,149,58,11,11,20,10,10,0,0,5,31,41,60,82,38,97,76,56.07
2015,Antoine Vermette,"ARI, CHI",C,82,1463.033333,13,25,15,10,38,109,11.93,188,148,118,57,6,10,40,19,19,0,0,7,36,30,80,106,50,872,705,55.29
2015,Trevor Daley,DAL,D,68,1555.516667,16,22,14,8,38,112,14.29,243,173,90,19,7,15,34,17,17,0,0,12,32,29,29,61,122,0,0,-
